Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Yield
32.01,75.48,46.92,Loamy,Pulses,9,4,39,28-28,2469
28.57,68.99,26.74,Black,Cotton,14,1,38,17-17-17,1747
29.65,74.25,48.5,Clayey,Wheat,15,13,12,20-20,2517
31.88,54.26,51.83,Sandy,Millets,20,1,15,14-35-14,2969
30.33,61.47,37.93,Clayey,Tobacco,13,10,20,10-26-26,2489
34.43,71.22,33.72,Loamy,Ground Nuts,36,0,3,17-17-17,1738
30.99,57.9,54.41,Black,Millets,8,0,11,28-28,2420
25.38,47.27,38.73,Sandy,Sugarcane,27,0,17,20-20,9399
29.31,42.8,34.07,Loamy,Cotton,10,20,20,14-35-14,1988
22.93,58.67,22.0,Clayey,Wheat,17,3,40,17-17-17,3427
32.33,62.09,28.28,Red,Maize,23,0,20,20-20,4203
23.94,52.75,22.5,Red,Sugarcane,11,0,7,17-17-17,7457
26.11,44.04,20.63,Black,Maize,16,1,15,14-35-14,3236
34.03,68.66,20.0,Sandy,Paddy,4,5,25,20-20,5129
28.66,50.21,39.99,Clayey,Barley,13,0,43,10-26-26,2771
29.25,57.38,56.74,Clayey,Cotton,35,0,0,20-20,1620
26.73,63.35,28.54,Red,Maize,7,1,18,14-35-14,3472
29.75,52.14,42.92,Red,Pulses,23,0,19,10-26-26,1324
34.74,69.51,46.51,Red,Sugarcane,9,22,21,10-26-26,8123
25.21,53.68,31.32,Loamy,Sugarcane,25,0,21,10-26-26,9055
26.97,51.24,63.49,Loamy,Cotton,36,4,0,Urea,1659
31.39,63.52,49.6,Black,Millets,14,1,6,14-35-14,1770
39.5,68.84,59.07,Sandy,Oil seeds,40,0,3,17-17-17,1570
34.34,68.17,58.41,Red,Maize,12,8,18,28-28,3211
32.1,63.35,34.52,Clayey,Cotton,11,0,43,14-35-14,1779
30.78,59.71,47.46,Black,Wheat,7,0,34,10-26-26,2509
27.6,61.78,39.37,Loamy,Paddy,37,0,0,20-20,5234
30.31,50.02,52.94,Clayey,Tobacco,8,0,37,10-26-26,1963
28.01,66.74,40.07,Sandy,Oil seeds,39,0,0,20-20,1623
29.01,49.29,48.79,Black,Ground Nuts,15,12,15,DAP,2638
34.92,71.93,35.76,Sandy,Oil seeds,14,0,37,14-35-14,1635
27.61,59.67,27.04,Sandy,Maize,35,1,0,14-35-14,3705
30.73,51.55,50.9,Sandy,Tobacco,17,0,33,DAP,2352
27.12,57.97,29.2,Red,Barley,36,0,0,17-17-17,2472
31.4,55.24,50.94,Clayey,Paddy,22,0,16,17-17-17,4050
32.58,72.75,56.62,Red,Cotton,26,0,19,20-20,1012
31.08,53.63,67.76,Red,Pulses,16,0,37,Urea,1531
22.92,58.85,40.66,Sandy,Wheat,7,14,24,10-26-26,2559
33.69,68.75,64.77,Sandy,Cotton,7,11,30,28-28,1444
38.32,63.67,32.08,Red,Oil seeds,8,0,34,20-20,2108
27.0,53.84,49.81,Clayey,Cotton,24,2,24,DAP,1619
31.16,64.16,61.68,Sandy,Cotton,8,17,14,Urea,1971
36.68,51.39,43.94,Red,Sugarcane,13,0,37,Urea,6977
29.88,69.91,32.28,Sandy,Ground Nuts,27,0,25,10-26-26,1678
28.79,61.44,38.2,Sandy,Oil seeds,45,3,4,DAP,2490
38.44,70.05,40.58,Black,Wheat,6,17,19,10-26-26,2556
33.82,74.87,62.48,Black,Ground Nuts,7,17,9,DAP,2444
31.87,58.58,44.74,Loamy,Ground Nuts,38,0,0,10-26-26,2106
35.06,66.92,66.68,Sandy,Maize,15,7,12,10-26-26,4927
31.51,53.12,38.43,Loamy,Oil seeds,16,0,10,28-28,2411
27.12,59.72,32.35,Black,Oil seeds,9,10,27,DAP,2420
30.3,53.26,50.53,Black,Maize,5,6,30,28-28,4501
30.39,50.71,35.06,Clayey,Millets,40,2,3,14-35-14,2780
30.46,61.98,38.7,Red,Millets,41,0,0,14-35-14,2122
32.91,59.28,65.83,Red,Maize,34,3,0,DAP,3772
36.53,68.28,24.67,Loamy,Millets,26,1,16,Urea,2185
31.2,63.41,20.0,Black,Oil seeds,5,13,27,14-35-14,2929
25.88,51.25,47.05,Red,Oil seeds,21,2,26,DAP,2627
25.16,49.77,36.67,Loamy,Sugarcane,10,14,17,Urea,8313
37.12,73.59,58.49,Red,Barley,34,3,0,Urea,2570
32.36,68.52,44.89,Black,Oil seeds,11,3,43,20-20,1891
33.07,59.3,29.82,Sandy,Tobacco,10,2,33,DAP,1760
33.7,54.7,46.14,Sandy,Millets,8,4,38,10-26-26,1984
27.23,66.64,23.67,Loamy,Wheat,39,4,0,17-17-17,2833
29.68,59.72,38.04,Sandy,Paddy,13,0,35,17-17-17,5357
26.52,49.31,24.53,Loamy,Maize,14,0,5,10-26-26,4381
28.59,68.77,43.37,Clayey,Pulses,26,2,21,10-26-26,2008
27.05,63.47,50.21,Black,Pulses,1,21,19,14-35-14,1660
26.85,55.04,32.87,Red,Pulses,16,0,14,14-35-14,1806
35.75,65.56,56.3,Loamy,Sugarcane,11,0,37,14-35-14,6267
30.32,57.25,49.76,Red,Millets,3,10,37,Urea,2650
25.58,44.88,44.58,Loamy,Millets,9,8,11,DAP,2267
36.84,69.25,34.94,Clayey,Sugarcane,16,4,18,10-26-26,8836
26.6,59.53,54.76,Black,Maize,7,16,13,14-35-14,4614
30.17,51.46,26.6,Clayey,Tobacco,5,15,15,DAP,1630
23.42,58.92,31.9,Loamy,Cotton,25,3,20,17-17-17,1494
34.71,70.96,45.56,Loamy,Oil seeds,9,14,11,28-28,1745
23.21,61.42,38.75,Red,Sugarcane,9,1,10,Urea,8554
28.66,55.38,60.99,Red,Cotton,13,0,11,17-17-17,1854
31.02,55.51,28.28,Sandy,Wheat,12,2,17,28-28,3068
31.18,61.94,25.48,Clayey,Sugarcane,10,3,36,Urea,8350
29.41,59.37,32.03,Sandy,Barley,38,1,4,14-35-14,2548
37.15,54.95,39.11,Red,Ground Nuts,16,0,43,28-28,2412
33.32,69.38,35.87,Clayey,Paddy,11,3,28,DAP,5328
24.37,53.17,55.48,Red,Wheat,11,0,36,DAP,2849
27.64,40.23,66.03,Red,Sugarcane,38,3,3,Urea,9262
25.47,54.39,36.46,Black,Ground Nuts,37,0,4,Urea,1556
35.97,56.77,47.57,Black,Maize,5,15,21,DAP,3286
29.73,55.37,43.18,Red,Maize,25,3,25,14-35-14,3064
30.34,70.27,32.51,Loamy,Ground Nuts,6,11,33,10-26-26,1908
24.16,62.88,41.92,Clayey,Cotton,19,0,21,DAP,1912
36.79,58.13,54.07,Red,Ground Nuts,20,3,15,14-35-14,2494
35.66,58.0,53.6,Sandy,Tobacco,11,16,15,DAP,1660
31.46,52.2,31.78,Loamy,Barley,24,0,23,28-28,2752
27.52,50.05,30.28,Clayey,Sugarcane,15,1,12,20-20,8558
31.72,56.61,58.53,Sandy,Wheat,37,0,0,17-17-17,3267
30.56,61.41,56.55,Red,Ground Nuts,4,0,14,14-35-14,2170
36.1,60.94,59.0,Clayey,Ground Nuts,35,2,2,20-20,1780
31.44,54.65,44.13,Sandy,Pulses,25,0,19,28-28,2156
35.97,67.11,42.9,Clayey,Ground Nuts,3,11,31,DAP,2951
24.32,56.99,61.02,Red,Oil seeds,32,2,1,14-35-14,1569
28.32,58.66,47.07,Clayey,Tobacco,16,1,38,20-20,1532
32.94,58.34,26.77,Sandy,Tobacco,40,0,0,Urea,2313
34.71,60.07,27.77,Sandy,Maize,17,4,23,10-26-26,4212
26.56,53.14,68.28,Clayey,Millets,13,0,10,17-17-17,2784
28.67,46.65,41.01,Clayey,Maize,39,0,0,Urea,3867
38.53,71.59,55.4,Loamy,Tobacco,42,0,0,17-17-17,1830
26.85,57.04,22.3,Red,Cotton,16,0,41,17-17-17,1130
37.69,56.38,57.45,Clayey,Sugarcane,7,2,8,10-26-26,6104
30.5,44.64,38.98,Black,Maize,40,0,1,20-20,4274
26.28,48.68,70.0,Red,Sugarcane,34,4,2,Urea,7852
25.57,62.06,37.05,Clayey,Sugarcane,12,4,13,20-20,7610
36.47,68.04,31.14,Black,Barley,15,0,34,14-35-14,2572
29.61,61.46,58.05,Clayey,Maize,13,15,16,20-20,3581
32.27,43.73,42.3,Red,Barley,11,0,31,10-26-26,2411
32.45,72.32,58.58,Red,Sugarcane,35,4,4,17-17-17,9528
31.45,59.69,21.84,Clayey,Cotton,36,2,3,20-20,1330
30.78,58.79,47.7,Clayey,Sugarcane,27,4,19,DAP,8965
34.17,50.98,30.6,Black,Paddy,14,0,42,Urea,4374
28.46,59.53,22.83,Sandy,Oil seeds,40,4,0,28-28,2452
31.84,70.47,33.25,Sandy,Paddy,5,4,34,DAP,5072
32.44,68.93,49.8,Black,Millets,41,1,1,17-17-17,2526
29.94,66.26,49.69,Clayey,Wheat,11,0,5,20-20,3177
31.34,71.35,48.67,Black,Ground Nuts,10,15,12,20-20,2393
25.63,62.91,41.61,Clayey,Tobacco,20,0,22,DAP,1587
34.35,55.97,36.25,Clayey,Millets,33,1,0,20-20,2593
30.51,65.48,56.53,Clayey,Cotton,6,5,27,17-17-17,1289
37.83,68.34,49.42,Black,Millets,38,0,0,14-35-14,2429
24.16,50.01,55.95,Sandy,Sugarcane,3,10,28,28-28,7832
30.37,56.03,56.06,Red,Wheat,26,0,14,14-35-14,3339
20.52,53.81,70.0,Black,Sugarcane,7,4,9,14-35-14,8533
30.38,62.75,49.15,Loamy,Millets,9,0,31,DAP,1667
26.95,66.15,29.7,Clayey,Maize,37,0,0,10-26-26,4616
30.91,45.69,26.52,Red,Millets,17,0,13,17-17-17,2777
28.2,65.07,29.22,Black,Pulses,3,12,33,28-28,2111
33.24,67.96,42.8,Black,Barley,14,0,36,DAP,2850
26.61,61.2,31.07,Loamy,Sugarcane,8,2,10,14-35-14,8734
30.87,49.79,47.29,Sandy,Tobacco,23,0,24,20-20,2182
29.27,66.25,31.4,Loamy,Paddy,19,2,22,10-26-26,5806
23.6,58.44,26.7,Black,Oil seeds,28,0,14,28-28,1904
36.42,67.17,50.44,Sandy,Cotton,36,3,0,28-28,1170
20.0,55.62,31.35,Loamy,Barley,9,20,16,17-17-17,2774
29.8,56.47,33.35,Clayey,Wheat,18,4,23,28-28,2812
29.62,47.21,39.21,Black,Cotton,38,0,0,Urea,1563
22.62,42.74,22.19,Loamy,Sugarcane,18,15,9,14-35-14,8535
25.29,46.46,44.88,Black,Millets,9,14,10,Urea,1593
32.55,48.07,47.11,Clayey,Millets,37,0,1,28-28,2126
32.87,61.85,40.26,Black,Sugarcane,13,1,9,Urea,6158
26.11,61.27,51.36,Black,Barley,35,4,3,20-20,2083
31.87,60.06,34.29,Black,Barley,9,2,25,28-28,2319
32.58,48.15,44.44,Loamy,Paddy,43,1,0,28-28,4020
29.57,61.98,37.31,Clayey,Sugarcane,14,0,37,28-28,9971
27.54,61.78,69.59,Black,Oil seeds,10,10,29,DAP,2381
35.8,70.42,24.42,Sandy,Cotton,19,2,24,28-28,1082
30.64,43.47,43.45,Clayey,Ground Nuts,20,2,16,10-26-26,1980
33.81,60.32,39.79,Loamy,Millets,11,0,13,20-20,1971
32.19,56.71,42.67,Clayey,Barley,19,1,19,17-17-17,2675
24.9,56.17,38.53,Loamy,Pulses,3,22,16,20-20,1952
30.68,53.52,44.75,Red,Cotton,12,0,13,DAP,1661
27.75,51.19,44.54,Red,Ground Nuts,6,17,17,DAP,2400
32.06,56.81,35.82,Black,Sugarcane,17,0,21,14-35-14,9483
32.21,61.12,67.23,Clayey,Paddy,14,16,10,10-26-26,4184
33.28,65.51,47.53,Clayey,Tobacco,16,0,10,14-35-14,1902
26.89,53.69,24.47,Loamy,Cotton,12,3,27,10-26-26,1694
31.99,66.28,51.34,Red,Maize,22,0,14,DAP,3543
40.0,75.62,45.82,Black,Cotton,37,0,0,17-17-17,1409
39.55,77.65,32.25,Sandy,Paddy,39,0,0,DAP,5619
31.1,54.3,49.85,Sandy,Millets,26,0,17,17-17-17,1564
30.71,50.67,62.58,Black,Oil seeds,10,11,33,Urea,2282
36.09,74.92,37.36,Red,Maize,13,4,34,DAP,3337
32.41,73.63,40.09,Loamy,Sugarcane,42,0,0,DAP,7646
20.41,47.39,70.0,Loamy,Paddy,9,0,12,14-35-14,5766
39.16,63.48,44.6,Black,Millets,9,12,32,17-17-17,2080
29.43,48.63,56.66,Red,Wheat,23,0,21,17-17-17,3089
25.23,48.9,32.37,Clayey,Paddy,35,0,1,20-20,4155
27.82,57.4,31.09,Red,Oil seeds,42,0,0,28-28,2020
26.28,53.62,61.96,Loamy,Paddy,13,10,29,Urea,4541
29.07,44.79,38.69,Black,Paddy,39,0,0,DAP,5943
29.07,56.85,52.96,Clayey,Oil seeds,21,0,22,17-17-17,2472
27.78,53.53,62.54,Black,Wheat,13,8,10,DAP,2809
31.27,64.6,62.52,Loamy,Pulses,6,4,29,28-28,1647
23.13,50.43,38.07,Clayey,Paddy,32,4,0,28-28,5369
30.36,62.15,33.85,Sandy,Pulses,36,3,0,Urea,1878
27.51,66.12,33.06,Clayey,Ground Nuts,26,0,23,DAP,2657
36.98,65.69,42.05,Loamy,Oil seeds,40,0,4,20-20,2887
24.77,53.31,26.82,Sandy,Maize,8,1,5,20-20,4544
29.73,65.86,46.73,Clayey,Ground Nuts,40,3,0,17-17-17,2585
28.3,50.98,67.77,Black,Wheat,14,0,18,DAP,3458
35.46,67.95,51.35,Loamy,Paddy,14,0,38,Urea,4517
38.51,72.13,44.07,Sandy,Millets,14,3,39,Urea,2161
26.83,56.77,54.59,Loamy,Pulses,24,1,15,17-17-17,1039
34.03,53.39,46.23,Black,Ground Nuts,11,10,18,Urea,2032
34.11,57.79,43.23,Red,Sugarcane,26,1,23,17-17-17,7958
23.16,58.93,47.74,Loamy,Millets,1,13,12,28-28,2429
22.4,57.86,63.99,Loamy,Pulses,10,0,8,Urea,2436
25.11,62.03,42.44,Red,Tobacco,33,2,1,14-35-14,2222
30.54,67.81,51.69,Clayey,Maize,34,0,0,Urea,4960
40.0,77.33,57.68,Sandy,Pulses,35,0,0,14-35-14,2027
29.77,67.26,46.16,Sandy,Ground Nuts,20,0,18,10-26-26,1699
28.57,63.78,31.25,Black,Paddy,17,0,39,Urea,4945
40.0,78.33,45.34,Black,Maize,36,0,0,DAP,4807
28.38,52.69,45.92,Sandy,Ground Nuts,9,5,30,DAP,2628
25.14,49.84,20.0,Black,Maize,15,16,10,10-26-26,3678
32.76,59.14,55.84,Clayey,Oil seeds,11,16,8,20-20,2266
28.16,54.87,44.86,Clayey,Ground Nuts,10,4,4,14-35-14,2675
32.63,54.58,41.18,Clayey,Paddy,38,0,3,28-28,5744
28.25,53.46,37.81,Sandy,Oil seeds,12,0,36,14-35-14,2382
27.1,58.81,28.94,Sandy,Maize,9,1,16,17-17-17,4015
31.7,56.91,48.75,Black,Maize,19,0,18,17-17-17,4638
33.32,59.59,41.45,Red,Wheat,7,14,16,10-26-26,3116
29.16,54.43,24.67,Red,Oil seeds,42,0,0,Urea,2605
33.63,64.13,34.63,Sandy,Cotton,13,1,9,10-26-26,1214
33.46,62.58,24.01,Clayey,Oil seeds,1,14,17,DAP,2635
29.49,61.99,38.54,Clayey,Barley,10,1,37,28-28,2931
37.73,78.44,43.81,Loamy,Maize,5,6,23,DAP,3479
32.28,57.19,36.23,Red,Wheat,10,0,43,10-26-26,3388
32.34,69.02,43.22,Red,Barley,10,2,10,17-17-17,2929
30.69,61.53,44.72,Sandy,Barley,12,10,8,17-17-17,2331
28.05,59.27,27.07,Red,Tobacco,7,3,13,20-20,2119
36.17,61.99,40.86,Clayey,Pulses,8,0,41,28-28,1300
26.77,64.03,57.33,Red,Oil seeds,9,5,27,20-20,2856
33.21,59.82,45.42,Loamy,Cotton,20,0,17,10-26-26,1273
30.82,55.95,70.0,Loamy,Wheat,40,0,1,10-26-26,3203
34.65,70.51,57.0,Black,Ground Nuts,40,0,3,28-28,1509
30.43,70.25,53.78,Red,Maize,11,9,18,17-17-17,4091
22.87,45.11,21.74,Black,Sugarcane,13,13,13,DAP,9227
22.79,48.84,56.1,Black,Paddy,6,0,12,Urea,5265
26.32,63.21,69.24,Red,Maize,14,0,37,17-17-17,3304
31.25,69.0,50.68,Sandy,Maize,13,9,35,17-17-17,4672
31.95,57.54,27.63,Loamy,Millets,8,15,20,17-17-17,2249
27.03,63.0,44.8,Loamy,Maize,8,17,18,DAP,4518
39.45,77.38,41.31,Red,Ground Nuts,8,1,42,10-26-26,2394
27.13,53.92,67.62,Black,Ground Nuts,9,7,25,Urea,2288
31.83,61.48,51.62,Clayey,Barley,9,0,32,14-35-14,2470
21.37,57.03,60.02,Sandy,Millets,6,0,9,17-17-17,1832
28.78,45.41,33.28,Red,Millets,12,3,29,17-17-17,2707
33.44,67.72,40.98,Loamy,Maize,13,6,33,DAP,3617
33.14,57.63,47.22,Loamy,Tobacco,14,0,12,Urea,1501
29.37,74.97,35.82,Red,Pulses,21,0,24,10-26-26,2059
28.65,63.42,42.26,Loamy,Wheat,21,1,17,10-26-26,3018
28.31,57.46,30.33,Sandy,Millets,37,0,4,14-35-14,1661
37.01,59.22,39.3,Sandy,Cotton,11,0,37,14-35-14,1936
24.68,49.73,57.68,Black,Ground Nuts,36,0,0,17-17-17,2005
23.48,47.26,34.88,Loamy,Ground Nuts,18,0,21,Urea,2875
34.27,69.31,41.01,Loamy,Oil seeds,38,0,0,17-17-17,2467
24.87,66.48,38.24,Black,Barley,13,17,16,17-17-17,2385
31.6,46.43,60.07,Loamy,Tobacco,35,0,0,17-17-17,2413
33.9,64.42,47.41,Sandy,Millets,23,0,13,28-28,2649
29.68,61.79,25.12,Loamy,Wheat,40,3,0,20-20,3300
36.07,67.14,27.42,Clayey,Oil seeds,35,1,0,Urea,2195
30.88,47.99,36.9,Sandy,Ground Nuts,44,0,3,DAP,1508
23.28,50.87,49.11,Clayey,Paddy,20,0,21,10-26-26,4212
25.46,51.66,35.48,Clayey,Sugarcane,23,4,14,17-17-17,6451
31.97,56.88,44.52,Sandy,Ground Nuts,7,9,27,10-26-26,2779
33.65,54.44,47.34,Loamy,Pulses,20,0,20,28-28,1305
29.41,52.2,37.85,Clayey,Wheat,42,0,0,28-28,3105
33.14,53.67,35.54,Loamy,Wheat,11,0,40,DAP,3334
34.04,51.83,35.12,Loamy,Maize,7,12,25,10-26-26,3176
29.59,69.84,47.02,Sandy,Ground Nuts,45,4,2,DAP,2629
21.86,61.37,27.44,Clayey,Millets,9,17,15,10-26-26,1627
25.15,53.19,39.29,Sandy,Pulses,7,10,23,10-26-26,1807
28.5,65.02,37.98,Black,Tobacco,18,0,38,14-35-14,2048
25.95,54.58,31.28,Black,Cotton,8,0,13,28-28,1651
28.8,55.76,35.61,Loamy,Ground Nuts,9,0,35,20-20,2459
28.73,63.67,33.14,Loamy,Paddy,10,0,13,17-17-17,4504
28.11,45.22,66.38,Red,Maize,14,3,19,DAP,3724
24.63,51.74,20.0,Loamy,Paddy,10,14,25,17-17-17,4231
24.23,60.39,25.34,Loamy,Barley,38,0,1,DAP,2198
35.44,59.69,21.57,Sandy,Pulses,8,0,36,Urea,2427
32.54,55.61,56.88,Clayey,Oil seeds,10,0,33,28-28,1701
29.74,50.15,30.71,Black,Cotton,24,2,25,10-26-26,1908
32.17,47.61,35.09,Clayey,Tobacco,44,0,0,10-26-26,2201
31.94,53.5,34.06,Black,Wheat,6,1,14,17-17-17,2765
32.9,54.1,49.07,Black,Wheat,10,0,4,Urea,2599
30.2,44.61,36.62,Clayey,Pulses,21,0,22,DAP,2405
28.07,71.72,34.22,Red,Tobacco,43,0,0,DAP,2088
33.42,53.47,50.87,Sandy,Oil seeds,7,2,36,28-28,2241
38.9,76.36,23.34,Black,Ground Nuts,8,3,38,10-26-26,1774
28.68,59.59,30.67,Clayey,Oil seeds,17,12,14,10-26-26,1548
30.71,61.75,42.85,Loamy,Maize,23,3,23,14-35-14,4838
29.26,46.67,40.59,Clayey,Cotton,11,1,36,17-17-17,1270
33.76,64.28,62.87,Sandy,Millets,7,0,39,17-17-17,2492
27.86,67.32,40.15,Clayey,Sugarcane,5,0,9,17-17-17,9777
28.44,56.96,55.12,Black,Paddy,10,0,6,28-28,5335
29.24,46.88,44.55,Black,Barley,15,4,34,20-20,2298
33.89,67.27,44.73,Clayey,Sugarcane,21,0,13,10-26-26,6154
29.21,48.17,26.09,Red,Oil seeds,15,11,13,28-28,2808
33.05,61.26,28.59,Black,Millets,20,0,22,14-35-14,1672
27.83,50.75,31.94,Red,Paddy,15,0,44,14-35-14,4019
25.88,42.06,48.59,Black,Maize,15,4,31,10-26-26,4272
37.68,64.53,62.03,Clayey,Millets,17,0,36,DAP,2771
35.76,52.2,41.09,Sandy,Maize,36,0,2,10-26-26,3555
30.46,58.56,39.96,Sandy,Tobacco,38,1,4,20-20,1540
34.07,61.18,26.06,Black,Tobacco,7,4,33,Urea,2245
34.33,54.12,42.26,Sandy,Maize,26,0,18,10-26-26,3450
22.92,51.28,23.58,Clayey,Millets,36,0,0,14-35-14,2524
35.58,65.91,30.27,Red,Tobacco,11,0,12,14-35-14,2363
31.27,50.14,42.65,Red,Barley,42,2,2,DAP,2653
26.24,60.66,48.23,Black,Tobacco,27,2,17,20-20,2362
33.36,49.37,28.54,Black,Cotton,16,0,36,DAP,1488
27.0,58.9,67.14,Red,Paddy,10,0,10,Urea,5952
34.61,56.25,58.99,Red,Oil seeds,41,0,0,28-28,2612
25.43,50.03,57.43,Loamy,Pulses,5,11,30,Urea,2160
28.68,68.2,43.9,Sandy,Cotton,21,0,28,DAP,1692
21.33,53.57,55.5,Clayey,Millets,7,13,19,DAP,1515
37.75,58.35,37.82,Red,Wheat,33,0,0,Urea,3166
35.21,73.16,48.0,Black,Sugarcane,8,4,13,28-28,8330
29.75,56.27,31.85,Loamy,Barley,6,11,28,20-20,2056
23.77,54.99,41.64,Clayey,Maize,25,0,14,10-26-26,4571
34.64,54.07,50.89,Black,Maize,21,0,27,Urea,4726
31.77,48.2,49.79,Clayey,Millets,22,1,20,20-20,2876
22.76,49.09,32.91,Black,Pulses,1,22,19,14-35-14,2276
32.98,66.5,41.35,Clayey,Paddy,26,0,24,Urea,5417
26.24,54.1,38.98,Loamy,Millets,12,0,11,20-20,1826
31.48,62.77,52.55,Sandy,Tobacco,18,4,16,28-28,1904
30.87,68.3,42.11,Loamy,Cotton,12,13,16,Urea,1884
33.65,56.18,56.49,Sandy,Oil seeds,8,10,15,28-28,1533
24.49,60.36,22.61,Black,Millets,9,15,19,DAP,2280
27.9,57.2,31.87,Clayey,Pulses,15,0,34,DAP,1957
25.3,58.41,32.96,Loamy,Maize,42,4,0,20-20,4164
33.84,59.65,46.92,Clayey,Pulses,18,0,19,DAP,1917
33.61,64.0,22.98,Sandy,Oil seeds,8,11,29,DAP,2473
32.61,72.07,32.62,Clayey,Millets,13,3,37,14-35-14,1769
26.98,44.04,66.35,Clayey,Paddy,9,0,14,Urea,4870
26.08,46.32,70.0,Sandy,Paddy,43,0,4,28-28,4757
23.46,44.89,36.24,Black,Paddy,15,4,38,28-28,5909
22.68,55.72,37.57,Loamy,Tobacco,11,3,17,20-20,1661
32.61,54.03,34.38,Loamy,Wheat,3,19,21,20-20,2763
22.73,57.96,38.9,Red,Barley,20,4,24,Urea,2710
33.53,69.87,62.59,Sandy,Tobacco,13,0,37,17-17-17,1659
29.59,61.69,42.35,Sandy,Pulses,25,1,20,14-35-14,1579
35.43,75.29,47.09,Clayey,Barley,11,8,32,14-35-14,2690
28.02,58.94,45.14,Clayey,Pulses,8,0,33,DAP,2086
28.71,50.83,38.48,Clayey,Oil seeds,41,0,0,DAP,2849
28.69,57.93,30.03,Sandy,Sugarcane,32,1,2,17-17-17,7111
31.97,74.57,25.98,Loamy,Wheat,11,0,10,20-20,3488
38.94,72.08,57.52,Black,Maize,14,18,13,14-35-14,3435
27.52,45.64,50.85,Black,Wheat,24,3,19,17-17-17,2780
27.02,50.44,41.89,Clayey,Tobacco,7,17,12,20-20,1815
35.55,67.27,37.82,Sandy,Pulses,9,0,41,DAP,1618
34.18,74.74,50.05,Red,Maize,38,2,0,10-26-26,3943
36.35,71.25,37.03,Sandy,Millets,21,1,20,17-17-17,1566
29.98,53.76,60.3,Loamy,Millets,9,0,38,17-17-17,2425
22.47,54.03,32.7,Clayey,Ground Nuts,35,2,0,10-26-26,2472
29.13,67.3,34.87,Black,Paddy,17,0,37,28-28,5410
30.91,69.94,41.75,Sandy,Maize,17,0,11,10-26-26,3313
28.89,56.51,48.61,Clayey,Maize,18,4,28,17-17-17,4762
28.99,60.36,45.61,Black,Sugarcane,16,0,40,28-28,7134
27.53,56.83,40.73,Black,Pulses,44,0,0,14-35-14,2468
38.55,59.74,67.6,Red,Barley,13,3,37,20-20,2634
33.73,65.97,52.77,Clayey,Pulses,10,22,19,10-26-26,2281
28.95,61.0,49.42,Sandy,Paddy,5,5,24,10-26-26,5454
29.44,60.05,37.08,Loamy,Pulses,32,2,0,20-20,2281
37.91,78.37,47.5,Black,Tobacco,37,4,2,14-35-14,1665
22.06,53.64,62.43,Sandy,Millets,38,0,2,Urea,2445
29.9,50.37,36.94,Red,Maize,10,17,21,14-35-14,3815
29.48,65.8,57.41,Loamy,Cotton,1,5,27,14-35-14,1242
40.0,69.31,59.57,Sandy,Wheat,40,0,4,DAP,3327
25.82,56.18,61.74,Loamy,Tobacco,7,2,8,28-28,2466
28.24,40.02,40.05,Red,Pulses,1,17,15,20-20,1746
32.76,51.56,45.73,Sandy,Ground Nuts,31,2,0,DAP,2084
36.77,64.73,55.77,Red,Tobacco,8,3,28,17-17-17,2423
20.58,55.92,31.05,Loamy,Ground Nuts,21,0,18,14-35-14,1959
21.55,53.17,35.77,Red,Paddy,22,1,18,DAP,5214
31.85,64.85,57.26,Loamy,Pulses,35,0,2,DAP,2087
27.38,50.41,31.84,Clayey,Paddy,16,0,36,17-17-17,5808
24.4,57.91,27.16,Loamy,Millets,12,10,31,DAP,2836
32.6,54.47,50.6,Clayey,Sugarcane,3,17,13,20-20,6913
30.3,52.93,55.68,Loamy,Ground Nuts,10,16,12,14-35-14,2992
36.87,57.57,45.09,Clayey,Wheat,4,9,33,17-17-17,3184
34.86,62.76,36.35,Red,Wheat,2,21,13,28-28,3271
35.65,71.86,53.99,Loamy,Barley,44,0,0,14-35-14,2910
30.31,50.43,35.53,Clayey,Maize,25,0,22,28-28,3668
25.23,48.47,57.13,Red,Wheat,9,0,6,14-35-14,2685
26.81,65.88,59.33,Loamy,Millets,10,0,5,20-20,2831
38.19,61.79,70.0,Loamy,Sugarcane,2,7,27,20-20,7110
33.87,62.52,61.81,Sandy,Millets,6,9,36,10-26-26,2200
28.87,57.72,46.25,Clayey,Sugarcane,5,8,33,28-28,7994
37.83,59.3,43.69,Loamy,Cotton,13,11,12,17-17-17,1743
29.8,59.07,54.15,Sandy,Oil seeds,9,0,42,Urea,2122
32.93,59.84,31.68,Loamy,Pulses,12,0,34,28-28,1115
26.86,48.06,41.76,Sandy,Maize,37,0,0,14-35-14,4291
35.24,56.8,37.98,Red,Ground Nuts,17,3,35,28-28,2907
35.85,63.92,50.71,Loamy,Barley,17,13,16,14-35-14,2925
29.78,70.86,33.51,Clayey,Ground Nuts,12,0,9,20-20,2071
21.61,58.34,25.13,Clayey,Maize,17,18,10,17-17-17,3098
27.69,65.61,48.22,Red,Oil seeds,8,12,13,Urea,2808
24.76,43.52,35.03,Sandy,Ground Nuts,34,1,4,17-17-17,2080
30.93,47.92,53.87,Sandy,Tobacco,8,3,33,14-35-14,1660
29.99,54.05,36.41,Clayey,Pulses,16,0,13,20-20,2359
28.32,51.25,38.83,Sandy,Oil seeds,10,0,17,DAP,1558
